Name,MainAirline,RewardsID,Age,Gender,Race,HomeAirport
Nicolle Platter,AS,AS36380,56,F,Native Hawaiian/Pacific Islander,ATL
Cecilia Walker,AS,AS51326,45,F,Native Hawaiian/Pacific Islander,PHX
Bradley Reed,AS,AS55135,58,M,Hispanic/Latino,MSP
Michel Clingerman,HA,HA77102,76,M,Black/African American,SLC
Donald Wisener,HA,HA10655,54,M,Asian,SAN
Milton Noga,DL,DL17074,79,M,Asian,SLC
Robin Cox,HA,HA11200,56,F,Native American/Alaska Native,DTW
Karen Ralph,AS,AS50154,36,F,Native Hawaiian/Pacific Islander,ATL
Aaron Sampson,HA,HA63961,52,M,Asian,BNA
Amy Felder,HA,HA27874,83,F,Native Hawaiian/Pacific Islander,IAH
Rachell Torres,SW,SW92372,81,F,Asian,FLL
Kevin Osborne,SW,SW12698,68,M,Asian,SLC
Faith Ouellette,DL,DL45992,47,F,Hispanic/Latino,LGA
Frank Sanchez,AA,AA61774,55,M,Black/African American,MSP
Laura Smith,UA,UA11015,77,F,Asian,SLC
Chet Pearson,HA,HA31236,77,M,Hispanic/Latino,CLT
Ronald Hughes,AA,AA32622,78,M,White,MIA
Timothy Wegner,AS,AS14417,74,M,Hispanic/Latino,BWI
Cynthia Shawgo,AS,AS96714,29,F,Native American/Alaska Native,LGA
Elizabeth Zollinger,SW,SW17655,62,F,Black/African American,BWI
Patrick Woelfel,AS,AS72582,63,M,White,SAN
Chris Scott,AS,AS44266,80,M,White,DFW
Emily Komar,UA,UA16866,26,F,Native Hawaiian/Pacific Islander,CLT
Jason Eshelman,UA,UA56785,24,M,Native Hawaiian/Pacific Islander,SAN
Benito Krock,UA,UA20417,47,M,Hispanic/Latino,SLC
Nancy Kline,AS,AS71697,53,F,Native Hawaiian/Pacific Islander,JFK
Clarence Burris,SW,SW19890,35,M,Hispanic/Latino,PHX
Rosemary Lee,SW,SW53048,72,F,Hispanic/Latino,EWR
Jesse Rahmani,SW,SW85088,71,M,Hispanic/Latino,MIA
Sandra Chesser,UA,UA74854,40,F,Native American/Alaska Native,FLL
Mark Hensley,AA,AA49993,61,M,Asian,DFW
Virginia Metzler,HA,HA45155,46,F,Native Hawaiian/Pacific Islander,ATL
Wayne Brown,AA,AA32526,54,M,Black/African American,MIA
Holly Jones,AA,AA31834,56,F,Native American/Alaska Native,JFK
Phyllis Hardcastle,HA,HA49366,74,F,Black/African American,IAD
Jimmy Garza,UA,UA22598,50,M,White,EWR
Edwin Mcconnell,AS,AS42559,41,M,Asian,BNA
Sheila Wheelock,AA,AA74360,62,F,Asian,IAD
Robert Scheff,SW,SW59098,64,M,Native Hawaiian/Pacific Islander,TPA
Yoko Burns,UA,UA65302,47,F,Hispanic/Latino,IAH
Jennifer Wasson,AA,AA50397,84,F,Native Hawaiian/Pacific Islander,IAD
Amy Ramos,UA,UA76963,64,F,Native American/Alaska Native,SAN
Andre Choi,SW,SW52751,84,M,Asian,LAS
Delia Young,AS,AS47657,53,F,White,BOS
David Osborne,AA,AA23360,69,M,Hispanic/Latino,PHL
Alex Johnson,AA,AA12105,40,M,Hispanic/Latino,ORD
James Butler,UA,UA37459,58,M,Native Hawaiian/Pacific Islander,MIA
Helen Ayers,SW,SW64068,58,F,Black/African American,EWR
David Nicholson,HA,HA53794,34,M,Black/African American,PHX
Willard Vangieson,DL,DL17084,41,M,White,BOS
Larry Warren,UA,UA42558,83,M,White,TPA
Judy Shelton,AA,AA43027,64,F,Hispanic/Latino,DTW
Clinton Meisner,UA,UA66873,72,M,Native American/Alaska Native,LAX
Roosevelt Johnson,HA,HA12243,57,M,Asian,BOS
Ada Mullen,AS,AS53461,38,F,Hispanic/Latino,MSP
John Miller,AA,AA61518,32,M,Hispanic/Latino,TPA
Myrtle Garcia,DL,DL77808,46,F,Black/African American,MSP
David Carroll,SW,SW84491,45,M,Native Hawaiian/Pacific Islander,PHX
Edward Redwine,DL,DL37306,47,M,Hispanic/Latino,DEN
Denise Hunter,AA,AA94127,49,F,Hispanic/Latino,MIA
Tabitha Kelley,UA,UA57979,32,F,Hispanic/Latino,DFW
John Emling,HA,HA12861,41,M,Native American/Alaska Native,MDW
Ann Mcelwaine,SW,SW72605,23,F,Black/African American,SFO
Stephanie Willson,AA,AA79288,40,F,Black/African American,DTW
James Hillman,UA,UA19380,57,M,White,MSP
Earl Simpson,DL,DL83775,32,M,Asian,DTW
Kayla Mavraganis,UA,UA17831,66,F,Native Hawaiian/Pacific Islander,EWR
Angela Mccall,UA,UA70367,52,F,White,IAH
Victoria Cespedes,SW,SW90111,27,F,Hispanic/Latino,CLT
Judith Turnbow,DL,DL85673,52,F,White,PHX
Judith Clark,UA,UA32432,40,F,Native American/Alaska Native,CLT
Daniel Hutchinson,AS,AS67832,69,M,White,LGA
Mildred Reich,DL,DL89322,28,F,Hispanic/Latino,DEN
Emma Mcgee,SW,SW41156,47,F,Hispanic/Latino,LGA
Kelly Romero,DL,DL94917,61,F,Native Hawaiian/Pacific Islander,DFW
Altagracia Soliz,AA,AA37882,47,F,Native American/Alaska Native,LAX
Gertrude Williams,SW,SW50350,42,F,White,SAN
Chad Ibarra,UA,UA66847,61,M,White,MSP
Crystal Klaus,AS,AS36471,51,F,Hispanic/Latino,MIA
Annie Mcneill,DL,DL74044,48,F,Asian,DTW
Mildred Stonge,AS,AS35897,61,F,Hispanic/Latino,FLL
Pasquale Norris,UA,UA29855,54,M,Asian,SEA
Larita Bubert,AA,AA75295,53,F,Asian,BOS
Terry Bade,HA,HA70512,73,M,White,JFK
Karen Berger,HA,HA31626,73,F,Asian,CLT
Aimee Avila,SW,SW87394,78,F,White,TPA
Jacqueline Madigan,HA,HA19035,55,F,Native American/Alaska Native,BOS
Zofia Holmen,AA,AA45937,27,F,Asian,SFO
John Madewell,SW,SW39774,61,M,Black/African American,FLL
Jody Beck,SW,SW92884,48,F,Black/African American,MIA
Connie Fernandez,HA,HA68293,77,F,Black/African American,BOS
Jean Margolis,DL,DL56145,81,F,Native American/Alaska Native,CLT
John Monigold,AS,AS33210,24,M,Hispanic/Latino,SEA
Sandra Meade,AS,AS47505,59,F,Hispanic/Latino,IAD
Judy Mathews,DL,DL32917,37,F,Native American/Alaska Native,SFO
Michael Sherry,HA,HA81084,84,M,Asian,PHX
Zachary Rauch,HA,HA77911,68,M,Hispanic/Latino,DEN
Anthony Franco,SW,SW87276,47,M,Hispanic/Latino,LGA
Wayne Mundell,DL,DL82684,82,M,Black/African American,SEA
Betty Ybarra,UA,UA32476,30,F,Native Hawaiian/Pacific Islander,MCO
Joseph Killer,HA,HA89779,34,M,White,MCO
Marilyn Justus,AA,AA67874,28,F,Native Hawaiian/Pacific Islander,DTW
Mack Lardner,DL,DL41853,57,M,Asian,BWI
Carolina Muske,HA,HA67224,76,F,Native Hawaiian/Pacific Islander,JFK
Cheryl Denton,AA,AA77738,51,F,White,DFW
Carolyn Corso,AA,AA11651,57,F,Black/African American,MIA
Geraldine Petrin,HA,HA65339,70,F,Asian,MCO
Patricia Sheneman,DL,DL74114,68,F,Native American/Alaska Native,ORD
Ronald Nelms,HA,HA57213,77,M,Asian,DTW
Francine Powell,DL,DL66064,24,F,Asian,JFK
Jose Lindemann,SW,SW79262,77,M,Black/African American,LGA
Christina Callis,UA,UA14349,61,F,Native Hawaiian/Pacific Islander,LGA
Garry Lajara,SW,SW60072,52,M,Asian,MSP
Marie Brill,DL,DL80342,33,F,Native Hawaiian/Pacific Islander,DEN
Donald Neblett,HA,HA90300,41,M,Black/African American,IAH
Robert Bobo,SW,SW85990,83,M,Hispanic/Latino,BWI
Nancy Jones,AS,AS70631,73,F,Black/African American,PHX
James Zimmerman,AA,AA84768,69,M,Asian,MCO
Doreen Storjohann,AA,AA95887,29,F,Native American/Alaska Native,BNA
Roger Gonzales,UA,UA29997,78,M,Native Hawaiian/Pacific Islander,BOS
Charles Richardson,SW,SW80004,51,M,Black/African American,DEN
Simon Knisely,AA,AA51472,42,M,Black/African American,EWR
Sarah Simpson,DL,DL76146,31,F,Black/African American,ORD
Carolyn Byington,SW,SW98590,24,F,Native American/Alaska Native,BWI
John Martinez,UA,UA35518,35,M,White,LAS
Guy Beauchamp,AA,AA94531,76,M,Black/African American,BWI
Vicente Lea,SW,SW77919,41,M,Asian,PHL
Bernard Birkeland,AS,AS61802,66,M,Hispanic/Latino,BOS
Mary Zierenberg,AA,AA89758,52,F,Native American/Alaska Native,BNA
Spencer Wiliams,UA,UA76089,49,M,Native American/Alaska Native,TPA
Myrtle Duarte,AS,AS17048,24,F,White,SFO
James Fry,HA,HA72277,58,M,White,DEN
Billy Guo,UA,UA67038,63,M,Hispanic/Latino,TPA
Timothy Gilbert,AA,AA89668,54,M,Black/African American,PHL
Ray Kho,AS,AS76499,55,M,Black/African American,IAH
Yvette Ortiz,HA,HA55746,63,F,Black/African American,JFK
Marie Johnson,HA,HA39125,76,F,Black/African American,IAH
Donald Rivera,AA,AA79164,68,M,Native Hawaiian/Pacific Islander,ATL
Carl Oliphant,HA,HA13625,78,M,Hispanic/Latino,ATL
Marsha Underwood,AS,AS85779,60,F,Native Hawaiian/Pacific Islander,SFO
Tom Lira,HA,HA54581,68,M,Hispanic/Latino,SEA
Kenny Mckain,HA,HA83721,34,M,Native Hawaiian/Pacific Islander,PHL
Maria Busi,AS,AS25151,41,F,Native American/Alaska Native,FLL
Victor Tindol,SW,SW23647,45,M,Hispanic/Latino,FLL
Gary Williams,HA,HA60344,66,M,Black/African American,PHL
Maureen Oberlin,AA,AA13111,60,F,Hispanic/Latino,ORD
Wayne Mello,AA,AA79439,36,M,Native American/Alaska Native,MSP
James Schramm,HA,HA90385,30,M,White,PHL
David Trujillo,AS,AS62977,50,M,Asian,SEA
Ethel Toler,HA,HA36540,29,F,Hispanic/Latino,MSP
Antonette Molina,UA,UA51954,46,F,Native American/Alaska Native,MDW
Edith Duchesne,DL,DL75710,49,F,Native American/Alaska Native,SLC
Jonelle Rhodes,SW,SW77640,70,F,Native American/Alaska Native,JFK
Karen Morrical,SW,SW47258,42,F,White,MCO
Scott Chavez,HA,HA51104,35,M,White,DTW
Michael Smith,AS,AS58973,27,M,Black/African American,MCO
Jacqueline Pfeifer,AS,AS83158,69,F,White,LGA
Darnell Price,SW,SW65749,60,F,Black/African American,DTW
Rachel Benda,AS,AS99362,74,F,Native American/Alaska Native,TPA
Joseph Garner,HA,HA33059,81,M,Asian,MIA
Joni Fisher,UA,UA18064,81,F,Black/African American,SEA
Johnny Zahler,UA,UA91416,47,M,Native Hawaiian/Pacific Islander,MIA
Jason Faulkner,AA,AA51482,26,M,Native American/Alaska Native,EWR
Sandra Richardson,AS,AS77306,37,F,Asian,BNA
Ginger Clifton,HA,HA74288,71,F,Native Hawaiian/Pacific Islander,SLC
Amy Estep,UA,UA27935,43,F,White,ATL
Mary Kempker,AA,AA29951,23,F,Black/African American,IAH
Emmett Landry,DL,DL19778,40,M,Hispanic/Latino,IAD
Christopher Padilla,AS,AS44947,81,M,Native American/Alaska Native,MIA
Thomas Gardner,HA,HA84322,29,M,Hispanic/Latino,FLL
John Tellefson,HA,HA50573,78,M,Asian,LAX
Tempie Okajima,DL,DL34320,57,F,Native American/Alaska Native,DTW
Fletcher Casiano,SW,SW85897,50,M,Hispanic/Latino,SLC
Charles Scruggs,HA,HA65769,45,M,Native American/Alaska Native,LAS
Kristina Bragg,HA,HA41621,37,F,Native American/Alaska Native,BWI
Richard Coates,SW,SW82373,33,M,Black/African American,DFW
William Wright,HA,HA50339,75,M,Asian,DTW
Joan Craft,UA,UA65849,32,F,Hispanic/Latino,MIA
John Hunter,SW,SW59944,73,M,Native Hawaiian/Pacific Islander,BWI
Shirley Mui,SW,SW18101,46,F,White,LAS
Robert Johnson,UA,UA24342,54,M,White,BNA
Angel Lipscomb,AS,AS94166,47,M,Black/African American,SAN
David Devore,DL,DL34311,53,M,Asian,MDW
Ashley Puckett,UA,UA51897,35,F,Hispanic/Latino,SAN
Matthew Benavides,SW,SW10387,77,M,Asian,BWI
Michael Wilson,UA,UA91492,65,M,Black/African American,IAD
Matthew Chiesa,UA,UA88101,40,M,Native American/Alaska Native,BNA
George Stillwell,SW,SW71310,53,M,Asian,IAH
Rose Smullen,UA,UA82288,63,F,Black/African American,BWI
Cathy Marks,AA,AA71235,23,F,Black/African American,CLT
Kieth Jurado,UA,UA35057,45,M,Hispanic/Latino,MCO
George Saade,UA,UA44015,31,M,Black/African American,DTW
Kirk Joyce,SW,SW25187,48,M,Asian,LAX
Crystal Beamon,AS,AS66181,39,F,Native Hawaiian/Pacific Islander,LGA
Debby Campbell,AS,AS46762,46,F,Native American/Alaska Native,SEA
Iva Dent,AS,AS27676,44,F,Asian,PHL
Patricia Kelly,AS,AS55683,24,F,Native Hawaiian/Pacific Islander,JFK
Aisha Shields,UA,UA71363,77,F,Hispanic/Latino,ORD
Ryan Hue,HA,HA12081,33,M,Native American/Alaska Native,LAS
Kathy Crosby,UA,UA22713,55,F,Native American/Alaska Native,IAH
Beulah Cofield,AA,AA43710,60,F,Hispanic/Latino,IAD
Edward Gore,UA,UA39303,82,M,Asian,DEN
Leora Branstetter,DL,DL65161,69,F,Black/African American,ORD
Jeremy Hunt,AA,AA45451,33,M,White,LAS
Rosalee Cintron,HA,HA56719,45,F,Native Hawaiian/Pacific Islander,SLC
Bruce Finder,HA,HA85117,63,M,Hispanic/Latino,TPA
Kevin Wilson,SW,SW53490,41,M,Native American/Alaska Native,BWI
Jason Ryan,AA,AA32725,38,M,Native Hawaiian/Pacific Islander,JFK
Laura Robertson,HA,HA32612,66,F,Black/African American,CLT
Scott Dupre,UA,UA60407,68,M,Hispanic/Latino,SAN
Natasha Moore,AA,AA88702,40,F,Native Hawaiian/Pacific Islander,BWI
Luis Keller,AA,AA87022,32,M,Native American/Alaska Native,SLC
Laura Roberson,UA,UA62977,54,F,Asian,SLC
Phillip Zimmerman,HA,HA94968,73,M,White,ATL
Cheryl Pearson,UA,UA21638,70,F,Native Hawaiian/Pacific Islander,SAN
Julian Robin,SW,SW38768,64,M,Asian,ATL
Kenny Schneider,DL,DL13890,80,M,Hispanic/Latino,DTW
Mary Glover,DL,DL92842,22,F,Asian,BWI
Mildred Johnson,AA,AA77800,70,F,White,SFO
Ralph Barrett,AA,AA73373,33,M,Native American/Alaska Native,IAD
Hugh Giles,HA,HA22879,77,M,Hispanic/Latino,MIA
Clinton Pelfrey,SW,SW90410,70,M,White,MIA
Amanda Phillips,UA,UA78999,45,F,Native American/Alaska Native,MCO
Steve Brackett,DL,DL63411,40,M,Native American/Alaska Native,LAS
Geraldine Cobbs,AS,AS94255,58,F,Asian,SFO
Richard Rice,DL,DL73237,28,M,Asian,BOS
Sarah Hunter,AA,AA59289,23,F,Native American/Alaska Native,BNA
John Burciaga,DL,DL64003,22,M,Native American/Alaska Native,ORD
Cindy Chavira,SW,SW88066,77,F,Native American/Alaska Native,MCO
Arlene Strain,UA,UA89193,46,F,Hispanic/Latino,CLT
Katherine Elsner,SW,SW98231,58,F,Hispanic/Latino,ATL
Anthony Beattie,DL,DL70296,79,M,Native American/Alaska Native,IAD
Janice Padilla,SW,SW34686,28,F,White,PHL
Cassandra Jordan,AS,AS26972,41,F,White,TPA
Leonel Padilla,AA,AA27990,47,M,White,ATL
Sam Overturf,UA,UA49840,31,M,Hispanic/Latino,DFW
Ella Warner,UA,UA13822,40,F,Native Hawaiian/Pacific Islander,LGA
Louise Glenn,AA,AA11498,51,F,Native American/Alaska Native,BWI
Sally Mejia,AA,AA21291,37,F,Native American/Alaska Native,LAS
Scott Wilson,AS,AS90793,73,M,Native Hawaiian/Pacific Islander,SEA
Karen Cephas,AS,AS87312,73,F,Hispanic/Latino,DTW
Javier Garcia,UA,UA16181,42,M,Hispanic/Latino,MSP
Kathy Byrd,UA,UA41174,24,F,White,JFK
Steven Gennaro,AA,AA81300,70,M,Black/African American,EWR
Graig Moore,HA,HA98230,60,M,White,SLC
Concetta Weston,AA,AA13835,31,F,White,DFW
Robert Doremus,SW,SW75875,32,M,White,BNA
Mary White,SW,SW60541,35,F,Native Hawaiian/Pacific Islander,ATL
Matthew Conroy,UA,UA16019,45,M,Asian,PHL
Lester Atwood,HA,HA57616,22,M,Hispanic/Latino,MDW
Jose Foster,UA,UA36620,26,M,Asian,ORD
Leonard Sawyer,SW,SW36118,23,M,Black/African American,SFO
Thomas Sanchez,AS,AS12466,81,M,Black/African American,BNA
Mae Forrest,AA,AA68389,77,F,Asian,MDW
Jonathan Hennon,DL,DL24977,32,M,Black/African American,DFW
Twanna Reiner,UA,UA19831,37,F,Asian,TPA
Ralph Banks,SW,SW40199,62,M,Asian,SFO
James Anderson,AS,AS83010,38,M,Black/African American,MDW
Glenn Harris,HA,HA87091,37,M,Asian,SAN
Charles Mitchell,HA,HA96782,28,M,Asian,MSP
Robert Mills,SW,SW24665,65,M,Native Hawaiian/Pacific Islander,ATL
John Williams,SW,SW86048,43,M,White,ORD
Glenn Bannister,DL,DL47317,43,M,Native American/Alaska Native,SLC
Timothy Clouthier,SW,SW31455,34,M,Black/African American,SLC
Benjamin Thomas,DL,DL77779,29,M,Black/African American,ATL
Monroe Dedeke,SW,SW60958,72,M,Hispanic/Latino,MCO
Carolyn Rios,DL,DL69567,26,F,Native American/Alaska Native,LAX
Cody Toenges,AS,AS61205,75,M,Native Hawaiian/Pacific Islander,IAD
Vicky Hamilton,DL,DL78859,48,F,Hispanic/Latino,EWR
Samuel Marsh,AA,AA19272,44,M,White,BOS
Bobby Abel,HA,HA19554,61,M,Native American/Alaska Native,IAD
Ethel Hartman,DL,DL84003,58,F,Black/African American,EWR
Juliann Taylor,AA,AA16801,79,F,Hispanic/Latino,LAX
Anthony Mehtani,AS,AS67751,31,M,Hispanic/Latino,SFO
Mildred Connelly,DL,DL32080,76,F,Black/African American,LAX
Mildred Mailloux,UA,UA84283,65,F,Native American/Alaska Native,MSP
Barbara Carter,SW,SW97200,74,F,Native Hawaiian/Pacific Islander,LGA
Annette Williams,HA,HA58293,69,F,Hispanic/Latino,SEA
James Smith,AS,AS63218,67,M,Asian,PHX
Lowell Wood,DL,DL99510,31,M,Black/African American,MIA
Raul Hall,AS,AS95653,73,M,Hispanic/Latino,DTW
Laura Hanks,SW,SW42381,40,F,Black/African American,TPA
Nicholas Estrada,SW,SW78366,39,M,Hispanic/Latino,MDW
John Duchon,HA,HA60059,46,M,Black/African American,LAS
Ward Caravello,SW,SW63427,82,M,Hispanic/Latino,BOS
Clinton Noyes,SW,SW45631,59,M,Black/African American,PHL
Christopher Stewart,HA,HA53306,66,M,Native Hawaiian/Pacific Islander,DTW
Denise Hudson,UA,UA95733,41,F,Black/African American,DFW
Jonathan Spear,HA,HA23854,27,M,Black/African American,BWI
Max Babb,AA,AA53080,49,M,Hispanic/Latino,SEA
Hang Beaird,DL,DL44792,43,F,Asian,BWI
Angie Pollard,AA,AA34896,43,F,Native Hawaiian/Pacific Islander,ORD
Laura Coates,AS,AS45014,56,F,Hispanic/Latino,MSP
Gina Rodriguez,HA,HA15610,32,F,Black/African American,SFO
Joseph Romero,AS,AS59129,60,M,Native American/Alaska Native,ATL
Jamar Ward,AS,AS87284,45,M,Asian,IAD
Willie Barcellos,AS,AS59176,64,F,Asian,LGA
James Mitchell,HA,HA13389,22,M,Black/African American,MCO
Eugene Belin,AA,AA43766,69,M,Native American/Alaska Native,MCO
Jerrold Sherman,AS,AS68256,26,M,Asian,MIA
James Whetzel,UA,UA80984,68,M,Hispanic/Latino,SEA
Barbara Witter,AA,AA45235,41,F,Hispanic/Latino,BNA
Jamie Stringer,AA,AA72005,59,F,Native American/Alaska Native,JFK
Michael Vetrano,HA,HA80853,54,M,Black/African American,IAD
Linda Mitchell,UA,UA90090,52,F,Hispanic/Latino,ORD
Erin Berdan,HA,HA94264,45,F,Asian,DFW
Afton Evans,DL,DL22207,75,F,Black/African American,ORD
Henry Kirschenbaum,UA,UA20283,42,M,White,SLC
Raquel Newsom,DL,DL31414,35,F,Native American/Alaska Native,MIA
Steven Muse,DL,DL84663,73,M,White,IAD
Harold Vant,DL,DL88528,58,M,Asian,PHL
Mildred Owens,AS,AS20183,71,F,Native American/Alaska Native,BWI
Becky Brown,SW,SW46637,23,F,Native Hawaiian/Pacific Islander,DTW
Mark Colon,SW,SW68602,25,M,Asian,MIA
Michael Ortega,SW,SW63346,80,M,White,LGA
Kenneth Yale,SW,SW96052,67,M,Native American/Alaska Native,EWR
Wilma Wilson,HA,HA42471,42,F,White,BWI
Jamie Shinault,AA,AA61757,67,F,Native Hawaiian/Pacific Islander,SAN
Aaron Wood,HA,HA69114,55,M,Asian,DTW
Jimmy Shirley,HA,HA89610,35,M,Native Hawaiian/Pacific Islander,LGA
Salvador Martel,AS,AS43662,58,M,White,FLL
William Mayle,SW,SW28287,27,M,Native American/Alaska Native,SLC
Teresa Mccarthy,HA,HA32757,45,F,Native American/Alaska Native,DTW
Zackary Bilbro,AA,AA56001,51,M,Hispanic/Latino,TPA
Thomas Samson,DL,DL90664,76,M,Native American/Alaska Native,IAD
Stephanie Williams,SW,SW37786,26,F,Native Hawaiian/Pacific Islander,LAX
Linda Stewart,AS,AS43402,65,F,Native American/Alaska Native,LAX
Marilyn Grossman,SW,SW85488,52,F,Native Hawaiian/Pacific Islander,TPA
Amy Aynes,HA,HA92316,38,F,Hispanic/Latino,MIA
William Johnson,AS,AS66191,31,M,Hispanic/Latino,DEN
Joe Sanchez,DL,DL88254,43,M,Black/African American,MDW
John Gellert,UA,UA28219,26,M,Black/African American,LGA
Donald Howard,UA,UA39185,80,M,Native Hawaiian/Pacific Islander,IAH
Annie Tingle,HA,HA61389,28,F,White,JFK
Andrew Mccracken,DL,DL17633,74,M,White,DTW
Kimberly Peterson,AA,AA23059,26,F,Asian,BOS
Rickey Looney,DL,DL21714,29,M,Native American/Alaska Native,FLL
Leslie Fey,SW,SW65222,79,F,Native American/Alaska Native,TPA
Dorothy Noack,DL,DL85212,79,F,Native American/Alaska Native,DEN
Lynn Smith,SW,SW66204,26,F,White,FLL
Herbert Perez,SW,SW45023,40,M,White,PHX
William Call,UA,UA37880,66,M,Asian,SLC
Eloise Gallion,UA,UA63583,65,F,Native American/Alaska Native,TPA
Hector Otte,SW,SW66214,80,M,White,EWR
Megan Carter,DL,DL77199,77,F,White,DFW
Yolanda Derringer,HA,HA21648,44,F,Asian,SFO
Matthew Ourada,AS,AS20197,65,M,Native American/Alaska Native,DFW
Bernadette Hamlin,SW,SW88974,49,F,Native Hawaiian/Pacific Islander,IAH
Robert Berry,SW,SW16926,41,M,Black/African American,LAX
Guy Dudley,UA,UA87443,76,M,White,SFO
Jo Klima,HA,HA27733,44,F,Black/African American,TPA
Jodie Cooper,AA,AA97858,22,F,Native Hawaiian/Pacific Islander,LAS
Joe Shelton,SW,SW78067,62,M,Hispanic/Latino,JFK
Richard Corona,AA,AA59851,25,M,Native American/Alaska Native,LAS
Terry Mcnamee,UA,UA85275,33,M,Hispanic/Latino,BWI
Dorothy Oles,HA,HA47604,72,F,White,BOS
Robert Stephens,AS,AS51952,63,M,Native Hawaiian/Pacific Islander,MDW
Philip Myers,AA,AA50525,26,M,Native American/Alaska Native,ORD
Lisa Barry,AS,AS62402,75,F,Native American/Alaska Native,SLC
Gayle Hsiao,AS,AS33279,37,F,Hispanic/Latino,ATL
Neal Petela,UA,UA53672,31,M,Asian,SAN
Jeffrey Baird,HA,HA99890,41,M,Black/African American,MDW
Clare Whitney,HA,HA19914,70,F,Native Hawaiian/Pacific Islander,DTW
Ervin Jageman,AA,AA94157,33,M,Native American/Alaska Native,BNA
Gilda Morris,UA,UA78624,48,F,Hispanic/Latino,CLT
Rafael Cartmill,UA,UA20870,68,M,Black/African American,SAN
Anna Sales,HA,HA80488,23,F,White,SEA
Donald Thompson,HA,HA45967,68,M,Native American/Alaska Native,LAS
Charles Henderson,HA,HA26462,47,M,Hispanic/Latino,PHL
Mark Fellows,AS,AS28549,70,M,Black/African American,DEN
Frank Phelps,DL,DL21400,25,M,Black/African American,DTW
Kathrine Walkingstick,HA,HA27144,52,F,White,EWR
Brenda Williams,SW,SW79964,49,F,White,LGA
Dorothy Gonzalez,AA,AA50058,59,F,Asian,PHL
Karen Caldwell,HA,HA23703,76,F,Native Hawaiian/Pacific Islander,MDW
Rick Lee,DL,DL38126,73,M,Black/African American,PHL
Heather Cassem,AS,AS33428,69,F,Asian,MIA
Beatrice Reed,HA,HA34815,30,F,Native American/Alaska Native,SEA
Arthur Ford,AA,AA39346,52,M,Native Hawaiian/Pacific Islander,IAD
Katie Muncy,AA,AA55390,37,F,Black/African American,DTW
Helen Blechman,HA,HA55913,44,F,Native Hawaiian/Pacific Islander,MIA
Eric Tokarski,UA,UA18266,81,M,Hispanic/Latino,MCO
Sally Hesse,UA,UA38571,73,F,Native American/Alaska Native,MCO
Phyllis Cager,SW,SW88736,72,F,Black/African American,EWR
Clifford Valentine,UA,UA80945,24,M,Native American/Alaska Native,PHX
Francisco Fox,UA,UA48380,76,M,Black/African American,PHX
Angelo Hall,HA,HA61896,53,M,Hispanic/Latino,ORD
William Pierce,AS,AS56609,29,M,Hispanic/Latino,PHL
Sabrina Chambers,AA,AA13945,44,F,Asian,ORD
Jean Fekete,UA,UA51481,47,F,Native Hawaiian/Pacific Islander,JFK
Helen Kies,DL,DL23865,71,F,Black/African American,MDW
Barbara Fugate,HA,HA80495,74,F,Asian,MIA
Michele Zabinski,DL,DL52769,24,F,Native Hawaiian/Pacific Islander,MCO
Ruth Wagner,SW,SW29140,29,F,Native Hawaiian/Pacific Islander,ORD
Debbie Whitson,AS,AS36842,46,F,Native Hawaiian/Pacific Islander,LAX
Troy Mcknight,AS,AS62979,24,M,Hispanic/Latino,MCO
Ray Corvera,AA,AA79001,39,M,Asian,SEA
Kelly Blaisdell,AS,AS77045,62,M,Native Hawaiian/Pacific Islander,SAN
Mary Levels,UA,UA58330,52,F,Hispanic/Latino,PHX
Lorenzo Ryan,AS,AS68219,61,M,Hispanic/Latino,BWI
Ronnie Poole,SW,SW66806,34,M,Hispanic/Latino,IAD
Laurie Shelton,SW,SW45431,81,F,Native Hawaiian/Pacific Islander,PHL
Carl Melendez,HA,HA51308,26,M,Black/African American,FLL
Clarence Shinn,SW,SW30250,84,M,Native Hawaiian/Pacific Islander,SEA
Mary Lewis,DL,DL94813,30,F,Native American/Alaska Native,JFK
Vera Lucas,HA,HA22600,32,F,Native American/Alaska Native,SFO
Malissa Calvin,AA,AA15223,73,F,Native Hawaiian/Pacific Islander,BNA
Judy Crocker,AS,AS95495,36,F,Black/African American,SAN
Rosie Fink,HA,HA28212,65,F,Native American/Alaska Native,FLL
David Harold,AA,AA40786,65,M,Asian,MIA
Keith Vazquez,DL,DL78577,66,M,Native American/Alaska Native,SLC
Jose Robbins,HA,HA98939,79,M,Native American/Alaska Native,BWI
Thomas Taylor,AA,AA58473,45,M,Native Hawaiian/Pacific Islander,ORD
Eddie Price,AS,AS11626,32,M,Hispanic/Latino,LAS
Daniel Padilla,AS,AS42168,39,M,Native American/Alaska Native,SLC
Luis Hall,UA,UA24590,77,M,Hispanic/Latino,BNA
Candi Conlon,AA,AA86315,63,F,Native Hawaiian/Pacific Islander,ATL
Lavon Collins,AA,AA86609,71,F,Black/African American,BOS
Barbara Hruska,AS,AS27363,36,F,Black/African American,DEN
Annie Duff,SW,SW53320,54,F,Native Hawaiian/Pacific Islander,LAX
Mamie Hertzler,DL,DL88965,54,F,White,JFK
Salvatore Tillson,DL,DL83790,76,M,Black/African American,BWI
Paul Ray,AA,AA64958,81,M,Native Hawaiian/Pacific Islander,PHL
Bernard Netto,SW,SW38658,43,M,Native American/Alaska Native,FLL
